"country","transfusion_year","female_0 - 9","female_10 - 19","female_20 - 29","female_30 - 39","female_40 - 49","female_50 - 59","female_60 - 69","female_70 - 79","female_80 - 89","female_90+","male_0 - 9","male_10 - 19","male_20 - 29","male_30 - 39","male_40 - 49","male_50 - 59","male_60 - 69","male_70 - 79","male_80 - 89","male_90+"
"England",1970,0.917174729800837,0.836481696271281,0.684526630846444,0.344375633632065,0.0220783862294291,0,0,0,0,0,0.83469147321256,0.751283346084137,0.562925285326695,0.202712255716613,0.00469691161433935,0,0,0,0,0
"England",1971,0.92169161486949,0.84723685609071,0.711566829295228,0.388813838947502,0.033382912334558,0,0,0,0,0,0.841863468766582,0.76617750974534,0.597996264176526,0.240154814564235,0.00822941809708888,0,0,0,0,0
"England",1972,0.924539147399969,0.858335169608756,0.734857340639116,0.431131547881431,0.048283926833178,0,0,0,0,0,0.846776106778477,0.780411063291057,0.628627541784771,0.278452167052927,0.0134236225253069,0,0,0,0,0
"England",1973,0.928154916416255,0.868424317736875,0.755609011650824,0.469642129167879,0.0678642480591319,0,0,0,0,0,0.852024938476005,0.793413378368185,0.653205046812893,0.315338750178983,0.0208715662967031,0,0,0,0,0
"England",1974,0.93166606920788,0.878086314267113,0.770756029329259,0.505236720978459,0.0924338056675515,0.000681152250788995,0,0,0,0,0.856319952827433,0.803607157153014,0.6710972590751,0.351949412066823,0.0312168707090134,6.57795729551657e-05,0,0,0,0
"England",1975,0.935628826910739,0.88573435147896,0.786143818699382,0.538681016288809,0.121028285022042,0.00151769457638039,0,0,0,0,0.863112270656179,0.812641511959576,0.689931876540761,0.385903181164286,0.0447638406064651,0.000168208564074399,0,0,0,0
"England",1976,0.939113001511389,0.892685080421469,0.800381028913515,0.573308855669528,0.153690376600398,0.00302166017073835,0,0,0,0,0.866697497092851,0.821321784272824,0.708424580676894,0.423357090025572,0.0625939862527203,0.000403302158036027,0,0,0,0
"England",1977,0.941171241260028,0.899076891603049,0.814041202554018,0.60850132125827,0.189382105723651,0.0054686592295694,0,0,0,0,0.870499229898072,0.829387251165474,0.725554389048265,0.462767795502618,0.0834534713147985,0.000829890165837456,0,0,0,0
"England",1978,0.943573738079841,0.905407954139192,0.826606281541179,0.640544900041488,0.227868272221834,0.00970304095737983,0,0,0,0,0.873732077604442,0.83650888706137,0.742830574039982,0.503106449088796,0.107899763849289,0.00177297054459535,0,0,0,0
"England",1979,0.945908810091541,0.911053959230686,0.839063321423964,0.667937059288567,0.268199115304324,0.0164294493975276,0,0,0,0,0.87855358492457,0.842390480595066,0.760331507553389,0.536891886856174,0.135940298214754,0.00354572994091687,0,0,0,0
"England",1980,0.949124316741623,0.91553454721348,0.851044752126421,0.691693018514365,0.309494434309848,0.0261270794286002,0,0,0,0,0.884540778346289,0.847439452517509,0.778513468144296,0.569813048661182,0.166986979095136,0.00648844257785954,0,0,0,0
"England",1981,0.951194891993718,0.9196831208927,0.861894387781663,0.718903495100185,0.350457258425851,0.0394817326387979,0,0,0,0,0.889329663024832,0.853377153950601,0.794831608589903,0.605051124434623,0.199280238741933,0.0112959834865449,0,0,0,0
"England",1982,0.952829456615097,0.92300288655904,0.871782678038076,0.741895514356379,0.389192328794415,0.0569189810600059,0,0,0,0,0.894072752243374,0.857217599881575,0.810692624402587,0.636497134412139,0.232562240255153,0.0181936594574054,0,0,0,0
"England",1983,0.954551203811063,0.92666738388962,0.881685663026467,0.762102237408055,0.424180129347106,0.0796258546873695,0,0,0,0,0.898309803948997,0.862614627220349,0.823892551440713,0.662028486737699,0.264530361452028,0.0281240457168147,0,0,0,0
"England",1984,0.95664594354618,0.930133013168401,0.890250058911932,0.776910383449874,0.457483433815837,0.108205976764333,0.000997784790318339,0,0,0,0.902692793941198,0.867206493249132,0.835912922729957,0.680306929004637,0.296378709538176,0.0417542419129718,0.000140253046606253,0,0,0
"England",1985,0.958186050764058,0.934260682081314,0.898774200344414,0.792471034057578,0.489560508735956,0.141254134071626,0.00221307019405622,0,0,0,0.905933564951825,0.873370250720307,0.846571952060032,0.699544251326404,0.326660568922632,0.0594242701831369,0.000354076776961358,0,0,0
"England",1986,0.959099418906001,0.938344667512848,0.906010590382688,0.807768788085023,0.52297343128495,0.179228930487471,0.00437441420550745,0,0,0,0.907401565190404,0.876598057906503,0.85687116340829,0.718663843069305,0.35980618483766,0.0824904748418836,0.000829408734882263,0,0,0
"England",1987,0.960692729396735,0.940922830031711,0.913009612930594,0.821876557881377,0.556516444865986,0.219962369512328,0.00795641652317099,0,0,0,0.911348582152144,0.880208413794678,0.865740156594771,0.737759457411767,0.39599629130985,0.109313391826257,0.00171016442016051,0,0,0
"England",1988,0.962604753044024,0.943313689744304,0.919047035027781,0.834543620305881,0.586260576857769,0.264004623989453,0.0140975597417525,0,0,0,0.915080678256522,0.884431810358375,0.8741234736071,0.756897176809744,0.432381331109025,0.140514723461062,0.00360112243769365,0,0,0
"England",1989,0.964678933572909,0.945347283929206,0.924208477330341,0.846539846524747,0.613124708369676,0.309287759037417,0.0237975641953799,0,0,0,0.921369984111286,0.89042660140421,0.881057949941367,0.774668823592789,0.465053410977146,0.175797174682768,0.0070993814842035,0,0,0
"England",1990,0.966005289767002,0.94865685959885,0.929474718587683,0.858019276406727,0.636890205797996,0.35540406824714,0.0376865397507126,0,0,0,0.924929539444288,0.897417738462239,0.887826754872259,0.793188670977215,0.49592027918154,0.214236897609753,0.0128044984013269,0,0,0
"England",1991,0.968152323667192,0.951488164697912,0.933635229940729,0.868942698751886,0.664509043231971,0.401268740965625,0.0565270313295946,0,0,0,0.928814477100012,0.904380898401748,0.894280726498062,0.809619659801592,0.531694461597444,0.254166425680408,0.0218584291610061,0,0,0
"Northern Ireland",1970,0.917063029066045,0.821784289849647,0.668377247671646,0.322922503381126,0.0171406443015443,0,0,0,0,0,0.797884129589418,0.72473278392348,0.525316259352263,0.170566776879322,0.00293873781088171,0,0,0,0,0
"Northern Ireland",1971,0.917801734482347,0.836020946217567,0.69357623396065,0.365439317647738,0.0276120139834951,0,0,0,0,0,0.805042928127113,0.744017414153018,0.567651039756563,0.208211840936274,0.005294940860312,0,0,0,0,0
"Northern Ireland",1972,0.921569910305778,0.846695238619084,0.712518872080476,0.403493707821456,0.0405947307775054,0,0,0,0,0,0.812574905406321,0.761598540523884,0.596231691246025,0.245366318103213,0.00881916386316224,0,0,0,0,0
"Northern Ireland",1973,0.920680417265587,0.85741530092337,0.732601232570226,0.43841279930216,0.0575997820608027,0,0,0,0,0,0.819495185917859,0.769365320640071,0.624032818245306,0.287804173144312,0.0149439780968853,0,0,0,0,0
"Northern Ireland",1974,0.928383811487109,0.86728503696074,0.750651743166761,0.47941915838122,0.0796033417876565,0.000539886608454893,0,0,0,0,0.82540780279224,0.78245396803708,0.652602360594956,0.325955128099744,0.0213803565032055,4.88634495325753e-05,0,0,0,0
"Northern Ireland",1975,0.932067839915154,0.878485550528538,0.769595002395833,0.518792681970471,0.104240586240287,0.00109974138401689,0,0,0,0,0.835031607907447,0.789237438909872,0.678686666723973,0.366006450949955,0.0321952016235618,0.000108703141949394,0,0,0,0
"Northern Ireland",1976,0.940602560430565,0.888569861209725,0.788137649875888,0.557656845239589,0.13213957344934,0.00204207070204259,0,0,0,0,0.843487886374627,0.799321105296469,0.699282251578384,0.397502174053171,0.0465226678299022,0.000249126319524773,0,0,0,0
"Northern Ireland",1977,0.943799293749228,0.894323219970466,0.805498119882494,0.584744159231779,0.168130906866393,0.0040945294469896,0,0,0,0,0.849182282742055,0.809328746865055,0.712955874833032,0.436833795532708,0.0666247951647166,0.000586588069001951,0,0,0,0
"Northern Ireland",1978,0.948579538681278,0.901520555811708,0.81541535476464,0.611150980868069,0.205846346977062,0.00749716002632067,0,0,0,0,0.855483442774914,0.821861669786675,0.733055820394862,0.464645226452923,0.0856184795205618,0.00131635023965928,0,0,0,0
"Northern Ireland",1979,0.94738150810961,0.909097671170426,0.826678207901949,0.640289580432998,0.24559306569264,0.0128377781764909,0,0,0,0,0.854334637836778,0.828245306391503,0.747940871130477,0.502645226625436,0.110726793294045,0.00245572065187817,0,0,0,0
"Northern Ireland",1980,0.950078907983929,0.91805421078629,0.834845565488262,0.672728836408737,0.285692077665255,0.0211346912993402,0,0,0,0,0.858614319228421,0.834194988756391,0.770729186772143,0.540616171793828,0.136937903090776,0.00436327126141541,0,0,0,0
"Northern Ireland",1981,0.951926223800289,0.920628153538225,0.851001101767875,0.700609139089344,0.326010816842749,0.0345118830063116,0,0,0,0,0.859496363373367,0.843768495829781,0.786914788036833,0.581616772098561,0.169845868277174,0.00773798867218345,0,0,0,0
"Northern Ireland",1982,0.957786052724754,0.923136572037461,0.860603368074422,0.722682409087813,0.365155799055643,0.0500757018475145,0,0,0,0,0.869765424344427,0.848072126433604,0.806582804169931,0.606473262190784,0.202389390867504,0.0127878125760608,0,0,0,0
"Northern Ireland",1983,0.953432100363943,0.928101984578472,0.871372841523376,0.743525342997675,0.396264890299152,0.0707163166952327,0,0,0,0,0.868174220166842,0.857351337395985,0.817059415472321,0.634595546222892,0.2403935922821,0.021700892135871,0,0,0,0
"Northern Ireland",1984,0.952132590504075,0.932988181149054,0.879611430942288,0.761504571237396,0.432366093466066,0.0957390247707752,0.000821890725610225,0,0,0,0.872242727522256,0.85972089162262,0.82719549156979,0.662245182258992,0.273423707627047,0.0313529215953845,0.000114543222001922,0,0,0
"Northern Ireland",1985,0.950474756665435,0.932818530597651,0.889545699843085,0.776004626045174,0.469244873172196,0.126670250380858,0.00165656065064661,0,0,0,0.874734023103483,0.874385652951226,0.836009073583758,0.690397540347486,0.305991130470564,0.0469256203305555,0.000252585279056244,0,0,0
"Northern Ireland",1986,0.956618439716068,0.934458924397207,0.898025292971381,0.793719655250807,0.50778387132173,0.159414441450133,0.00306219614004885,0,0,0,0.880043762471218,0.875108645199229,0.844989063246454,0.710024848307302,0.334840919922406,0.065612346333996,0.000571484774615498,0,0,0
"Northern Ireland",1987,0.957612528350375,0.935809035130758,0.90530388203376,0.810653067067537,0.536565263401875,0.199041483118918,0.00617073840220463,0,0,0,0.88247489405409,0.882511337869109,0.854978588320069,0.726624769686516,0.367946912393015,0.0925543936440915,0.00132364765417244,0,0,0
"Northern Ireland",1988,0.96137904223956,0.943442785095201,0.912495417084931,0.82526856824459,0.557529557495069,0.239968312883225,0.0113475152063414,0,0,0,0.886598090094405,0.878756719189085,0.865967676260075,0.74548722659229,0.395660207067901,0.11876270026845,0.00293006802048951,0,0,0
"Northern Ireland",1989,0.962721411210541,0.943604410335108,0.92173843513678,0.836586334014134,0.588076491400817,0.287286624603478,0.0193264162193127,0,0,0,0.887254561091877,0.879929264519231,0.870956686404105,0.761266455440246,0.428526875930075,0.153690129270939,0.00531969108457215,0,0,0
"Northern Ireland",1990,0.967767377202552,0.94852988711464,0.927369566463286,0.842760688591075,0.619628076227892,0.335087963748393,0.0308519372067289,0,0,0,0.891580923571791,0.88224714892631,0.877551926703611,0.779302236986813,0.463370994325715,0.186854750163667,0.00910072228447893,0,0,0
"Northern Ireland",1991,0.966836569464768,0.947841845516423,0.932619130690778,0.857208610301822,0.646223031745227,0.377547591105066,0.0494764453201707,0,0,0,0.890682720218526,0.886001576656748,0.880834000025194,0.797283375453498,0.497496609207644,0.225546407269613,0.0155887887764691,0,0,0
"Scotland",1970,0.899664687887651,0.802919565223799,0.613001107168605,0.265089734370507,0.0123081890223718,0,0,0,0,0,0.798141224504388,0.692130873191715,0.470304755676811,0.137789047308467,0.00236227196506663,0,0,0,0,0
"Scotland",1971,0.904924346529442,0.81513110288037,0.647055289649644,0.305238202534481,0.0186793969523307,0,0,0,0,0,0.802846684988348,0.708737272887892,0.512357302993025,0.166990192121615,0.004081769091791,0,0,0,0,0
"Scotland",1972,0.910207322565455,0.826867130372763,0.674908719065057,0.340411705466458,0.0276226407988587,0,0,0,0,0,0.804417156599515,0.7265286574385,0.545013975441546,0.199097187229733,0.00643045590859865,0,0,0,0,0
"Scotland",1973,0.913350985151316,0.835901173428182,0.699729265886118,0.379562685164928,0.0396740386658371,0,0,0,0,0,0.807299339055384,0.741324698481463,0.574854261027341,0.230269908531966,0.0104460521091579,0,0,0,0,0
"Scotland",1974,0.918762581200701,0.850458718301704,0.717418495141428,0.41987655107661,0.0561618499975938,0.000328822264469326,0,0,0,0,0.810988495256141,0.755796312486055,0.595222940898016,0.262697331375261,0.0161978363679085,3.57129600698467e-05,0,0,0,0
"Scotland",1975,0.922698383007032,0.858593456207709,0.735327619053201,0.452965396982199,0.076820140716528,0.000807451763271225,0,0,0,0,0.816817582173409,0.765676387044597,0.620280442070609,0.293944315136113,0.0247610482282035,9.65924334704912e-05,0,0,0,0
"Scotland",1976,0.924436104059615,0.86622083430377,0.754334891509472,0.486545354641278,0.101268100927193,0.00173155831897412,0,0,0,0,0.824773913802072,0.776776659645526,0.644761403437377,0.327197430355845,0.0359629677346273,0.000228365222921624,0,0,0,0
"Scotland",1977,0.928323969930053,0.871405709759926,0.770455426942078,0.519687747509491,0.129059734574878,0.00296780458240693,0,0,0,0,0.829492129483082,0.781315883230601,0.667391734818727,0.361842047025017,0.050305923516291,0.000469579093175845,0,0,0,0
"Scotland",1978,0.931824543478927,0.87896883405048,0.786062110132777,0.555533189354285,0.159864606104254,0.00539594349704442,0,0,0,0,0.832543950067918,0.784900495029008,0.690494061849809,0.401829653537414,0.0657348071317444,0.000962085749230871,0,0,0,0
"Scotland",1979,0.935436671029895,0.886902905585073,0.80120564534438,0.589706827709131,0.194758599836041,0.00903190382272619,0,0,0,0,0.832095930691041,0.787998777670015,0.709916156135737,0.440194346627239,0.0857313080187447,0.00187635254182192,0,0,0,0
"Scotland",1980,0.935810632214215,0.89172616554453,0.817126695293034,0.620277524476471,0.229433322489984,0.0154566821949574,0,0,0,0,0.833031214865833,0.79140867499964,0.728246732140085,0.479418790477218,0.107255226078064,0.00356877459342937,0,0,0,0
"Scotland",1981,0.936078201542088,0.898045316521113,0.829056279890944,0.654528580959713,0.265233399583436,0.0234662221674029,0,0,0,0,0.835689288678738,0.797572882877753,0.743123154369497,0.521866675776638,0.131222905343329,0.006107774723999,0,0,0,0
"Scotland",1982,0.939050026217572,0.902842575759445,0.839369197337146,0.680129595433207,0.296810395335021,0.0346609937615221,0,0,0,0,0.839144615792188,0.800799217262697,0.761554003108385,0.554872370618984,0.155537454995891,0.00957104173083772,0,0,0,0
"Scotland",1983,0.942991241012858,0.90741653918107,0.849529794867392,0.704736384554043,0.331160143858877,0.0493175868417654,0,0,0,0,0.843917669878604,0.805933750668652,0.775038832333959,0.585010093666356,0.180369379735249,0.015644294455936,0,0,0,0
"Scotland",1984,0.944293938016936,0.91237811553494,0.862493309861626,0.72261177755322,0.366642252918515,0.0696264023447223,0.000539070578703297,0,0,0,0.851048844952608,0.808029000569839,0.787749766517538,0.606396045673324,0.206393731464293,0.0239911844457023,8.95832104139251e-05,0,0,0
"Scotland",1985,0.943102681867219,0.917748282021648,0.871169946197666,0.74302535214118,0.396166816913241,0.0949923375501124,0.00131598528673073,0,0,0,0.859733496216643,0.812715050531982,0.799484919833696,0.631587128163505,0.231798884135675,0.0362586473084463,0.000238262292239232,0,0,0
